ID_TA,meals,rest_coord,rub_max,rub_min
d4054080,['Dinner'],"[40.423353, 3.7023374]",963.0,438.0
d780485,,"[48.88481, 2.340741]",2125.0,1612.0
d8339764,"['Breakfast', 'Lunch', 'Drinks']","[45.4816319, 9.2006225]",,
d5965027,"['Lunch', 'Dinner', 'Drinks']","[46.0522868, 14.5122659]",,
d3547447,,"[48.864204, 2.346698]",,
d6618276,"['Breakfast', 'Dinner', 'Lunch', 'Brunch']","[55.673806, 12.5645409]",,
d1119896,,"[52.510509, 13.3761878]",1685.0,1172.0
d7996902,,"[46.2086431, 6.1266405]",,
d3567816,,"[41.8323596, 12.4625881]",953.0,440.0
d7097810,,,,
d784491,['Lunch'],"[60.18, 24.9508332]",,
d1354477,"['Lunch', 'Dinner']","[52.5883833, 13.3870943]",,
d3218566,,"[40.3748218, 3.7746316]",876.0,263.0
d1519258,"['Lunch', 'Dinner']","[40.4605397, 3.6872354]",2491.0,1905.0
d8121703,,"[55.6673592, 12.5477497]",3050.0,542.0
d8073030,,"[50.8463873, 4.3495064]",,
d8381040,,"[38.7285999, 9.1580541]",,
d10292470,,"[55.6770503, 12.5647135]",2709.0,766.0
d3535931,"['Lunch', 'Late Night']","[41.3895146, 2.1589117]",2627.0,1314.0
d7990468,"['Lunch', 'Dinner', 'Drinks']","[48.8748586, 2.3538422]",2198.0,733.0
d11958460,"['Breakfast', 'Lunch', 'Dinner']","[41.4166169, 2.2128251]",,
d8580982,['Dinner'],"[41.4024634, 2.1760541]",2890.0,876.0
d2179945,"['Lunch', 'Dinner', 'Late Night']","[41.3688085, 2.1482732]",,
d719923,"['Lunch', 'Dinner']","[48.8587995, 2.3268685]",,
d5936523,,"[59.3055403, 17.9886154]",,
d12098434,['Lunch'],"[52.4835408, 13.5228292]",513.0,220.0
d10840545,,,,
d11666969,,,,
d1648922,,"[47.4473418, 19.1646222]",2052.0,659.0
d10814311,,,,
d733353,"['Late Night', 'Drinks']","[51.515668, 0.1205362]",1836.0,1122.0
d720652,,"[51.5396276, 0.1421722]",,
d1097059,,"[51.5155595, 0.0757439]",1465.0,733.0
d1771808,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[56.29555115, 60.5712765]",,
d10079338,,,,
d3327962,"['Lunch', 'Dinner']","[48.8663831, 2.304624]",,
d1097463,"['Lunch', 'Dinner', 'Late Night']","[45.4706415, 9.1767969]",,
d2490014,,"[40.4466578, 3.704489]",,
d10445344,,"[41.3887531, 2.1812374]",701.0,350.0
d13001385,"['Dinner', 'Late Night', 'Drinks']","[59.3186323, 18.0596072]",16852.0,4763.0
d7092943,,"[41.4055439, 2.1755001]",,
d12842987,,,,
d12945640,"['Lunch', 'Dinner', 'Late Night']","[46.21142085, 2.20876775]",6887.0,3224.0
d5522488,"['Breakfast', 'Lunch', 'Dinner']","[48.8379261, 2.2579506]",,
d10288341,['Dinner'],"[46.2039468, 6.1383764]",7095.0,1971.0
d10903502,['Dinner'],"[51.4948402, 0.0885768]",,
d2208132,"['Dinner', 'Lunch']","[52.434806, 13.5431064]",,
d6780578,"['Lunch', 'Dinner']","[55.6815085, 12.5723038]",,
d4593810,,"[45.4997154, 9.2120724]",,
d1327268,"['Breakfast', 'Lunch', 'Dinner']","[48.8621824, 2.3771429]",,
d779012,,"[51.5173241, 0.0635401]",1685.0,1172.0
d12428801,,"[50.8255355, 4.3598552]",,
d13226281,,"[51.4209202, 0.139381]",,
d2100338,"['Lunch', 'Dinner']","[41.3809992, 2.1872312]",,
d12229735,,"[48.8389128, 2.349214]",,
d4156673,"['Lunch', 'Dinner']","[52.4123797, 13.3659484]",,
d12481552,"['Lunch', 'Dinner', 'Brunch']","[41.8912881, 12.4700997]",,
d4324827,"['Breakfast', 'Lunch', 'Brunch']","[53.3406053, 6.2555638]",,
d1360884,"['Breakfast', 'Lunch', 'Dinner']","[52.5154771, 13.4165711]",,
d4781734,,,,
d7992689,,"[41.1407158, 8.6114936]",,
d4185793,"['Lunch', 'Dinner']","[48.8725457, 2.3514973]",,
d5787627,,,,
d2517446,"['Breakfast', 'Lunch']","[48.1346926, 11.5740951]",,
d1043805,,"[51.5091854, 0.141558]",,
d3191953,"['Lunch', 'Dinner', 'Late Night']","[52.3642099, 4.8840664]",,
d4769383,"['Lunch', 'Dinner', 'Drinks']","[50.084259, 14.4047206]",,
d3478764,"['Lunch', 'Dinner', 'Brunch']","[59.3183305, 18.0552763]",,
d2361013,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[51.50687435, 0.1151632]",,
d12630204,"['Dinner', 'Lunch']","[48.2188955, 16.3327932]",,
d2171461,"['Lunch', 'Dinner']","[47.4847702, 19.0648472]",1172.0,293.0
d10302492,,"[53.5083552, 10.00116785]",2189.0,438.0
d13109544,"['Lunch', 'Dinner']","[51.5201024, 0.1351144]",,
d4129187,"['Lunch', 'Dinner']","[48.8647938, 2.3757022]",,
d1093837,,"[38.7142071, 9.144181]",,
d1208595,,"[48.8475145, 2.2855561]",3737.0,2345.0
d8759915,['Dinner'],"[38.7457263, 9.1426282]",,
d2407506,['Dinner'],"[45.4879298, 9.1630887]",,
d7246537,,"[53.3873159, 6.3783533]",,
d783430,"['Lunch', 'Dinner', 'Late Night']","[48.8667745, 2.3447954]",3065.0,1314.0
d904707,,"[60.1885886, 24.9550128]",,
d1884058,,"[53.3416881, 6.227366]",,
d7908111,,"[52.52471, 13.38885]",,
d986276,,"[41.3944995, 2.1480747]",21.0,16.0
d3709334,,"[37.9781757, 23.7405411]",,
d2225278,"['Breakfast', 'Lunch', 'Brunch']","[51.5322972, 0.0337594]",,
d8677313,,,,
d787024,,"[51.5593215, 0.1213455]",2142.0,1020.0
d5614471,"['Breakfast', 'Lunch', 'Dinner']","[40.4108075, 3.7357731]",,
d6697515,['Lunch'],"[48.8342901, 2.3060039]",,
d3454924,"['Lunch', 'Dinner']","[41.8655846, 12.5429702]",3297.0,1099.0
d9863670,,"[52.2256849, 21.0200228]",1911.0,382.0
d10333393,,"[51.4937527, 0.1766408]",,
d12175079,['Dinner'],"[51.4776705, 0.1016269]",2550.0,1530.0
d10106305,,"[51.6111585, 0.1096971]",,
d4227711,"['Lunch', 'Dinner', 'Late Night']","[48.8841325, 2.3215297]",,
d3661709,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks']","[51.5038806, 0.1026117]",,
d5264429,"['Lunch', 'Dinner', 'Drinks']","[45.4834509, 9.18038]",,
d4173077,,"[40.436723, 3.6393953]",,
d12410110,['Breakfast'],"[47.5048635, 19.0624999]",,
d7792070,,,,
d2614607,['Dinner'],"[48.8581752, 2.3091744]",,
d4768479,"['Lunch', 'Dinner']","[50.0558116, 14.4511376]",,
d4600862,,,,
d697036,"['Lunch', 'Dinner']","[52.3634111, 4.8850482]",,
d5928128,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[48.8442197, 2.3235267]",4992.0,788.0
d1038938,,"[53.5798291, 9.9644279]",,
d2021717,,"[48.2137859, 16.3834405]",1314.0,438.0
d12242986,"['Breakfast', 'Drinks', 'Lunch', 'Dinner']","[52.48933295, 13.39499345]",1138.0,438.0
d10109314,,"[51.47376615, 0.12426085]",,
d4953429,['Dinner'],"[48.8661143, 2.3486833]",,
d8524256,,"[53.2767289, 6.2158203]",1314.0,788.0
d1093016,"['Lunch', 'Dinner']","[50.8294768, 4.3621017]",2931.0,1099.0
d7724601,"['Breakfast', 'Lunch', 'Dinner']","[47.51340095, 19.05876245]",,
d697571,"['Lunch', 'Dinner']","[41.38490485, 2.1813131]",,
d8774881,"['Lunch', 'Dinner']","[56.06574185, 60.9751473]",,
d1926325,"['Lunch', 'Dinner']","[41.4111759, 2.219306]",8757.0,1751.0
d1082420,"['Dinner', 'Lunch']","[50.8396513, 4.468669]",2858.0,2271.0
d12875617,,"[52.4933698, 13.4348]",,
d2390091,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[55.9640299, 3.1777542]",,
d5795578,"['Lunch', 'Dinner']","[51.5398556, 0.0967067]",,
d990817,,"[40.4224092, 3.6819162]",,
d11842481,,"[51.4201747, 0.1611831]",,
d12172734,,"[50.04383585, 14.44900725]",,
d11543758,,"[41.39479005, 2.14876785]",,
d11906544,,"[41.3792547, 2.1770166]",2627.0,876.0
d7097337,,,,
d12557535,,"[52.3567115, 4.8970727]",5254.0,2189.0
d4323006,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[52.1795193, 21.0041999]",1832.0,366.0
d3400459,"['Lunch', 'Dinner', 'Brunch', 'Breakfast', 'Late Night']","[51.4886872, 0.1227253]",,
d2216928,"['Lunch', 'Dinner', 'Late Night']","[51.5312346, 0.1223497]",,
d783281,,"[48.8526988, 2.3603692]",4379.0,2627.0
d10026779,"['Lunch', 'Dinner']","[38.7076978, 9.1493999]",,
d1224146,,"[38.7116066, 9.1279583]",1465.0,806.0
d8401819,,"[52.5150352, 13.4171843]",,
d6513977,,"[37.9933755, 23.7655951]",525.0,263.0
d6494498,"['Breakfast', 'Lunch', 'Brunch']","[52.5260479, 13.3879598]",,
d12563331,,"[48.8440976, 2.2817697]",2627.0,1314.0
d718744,"['Breakfast', 'Lunch', 'Dinner', 'Drinks']","[48.8692883, 2.2950354]",,
d1081584,,"[55.6847764, 12.5530563]",1685.0,1026.0
d1336101,"['Dinner', 'Lunch']","[48.8527558, 2.353779]",,
d11445075,"['Lunch', 'Dinner']","[50.8092701, 4.3695061]",1226.0,175.0
d3735823,,"[51.5269513, 0.081458]",,
d1029286,,,,
d8008981,"['Breakfast', 'Lunch', 'Brunch']","[38.7185246, 9.144729]",,
d13150829,,"[38.751137, 9.1432019]",1751.0,876.0
d4560491,"['Lunch', 'Dinner']",,268.0,115.0
d4799949,"['Breakfast', 'Lunch', 'Dinner']","[40.4469415, 3.6994911]",,
d12921595,"['Lunch', 'Dinner']","[41.9434521, 12.4189748]",,
d12322989,,,,
d1904460,"['Breakfast', 'Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8819336, 2.3512987]",2277.0,525.0
d779167,,"[52.2225648, 20.9860977]",860.0,363.0
d1081959,,"[41.1473275, 8.5876104]",1751.0,1314.0
d4909559,"['Dinner', 'Late Night', 'Drinks']","[45.4634946, 9.2242151]",,
d4410180,,"[40.4153757, 3.7094726]",3065.0,876.0
d2437956,"['Lunch', 'Late Night']","[41.852189, 12.5035025]",2627.0,1751.0
d3431140,['Lunch'],"[53.3380015, 6.2534696]",,
d1100325,,"[45.4500661, 9.1754522]",2345.0,586.0
d4083721,"['Lunch', 'Brunch', 'Dinner', 'Breakfast', 'Late Night']","[53.5621371, 9.9633154]",1226.0,525.0
d12947166,"['Lunch', 'Dinner']","[51.4699101, 0.1499499]",,
d1873223,,"[53.5698217, 9.9839128]",,
d8090662,,,,
d4818393,,"[48.1503269, 11.5844114]",1051.0,350.0
d697252,"['Lunch', 'Dinner']","[38.70733845, 9.1441138]",,
d10389470,['Lunch'],"[45.7688947, 4.8488366]",,
d2486144,"['Lunch', 'Dinner', 'Late Night']","[45.5081115, 9.1969987]",,
d13171584,"['Late Night', 'Drinks']","[38.7189515, 9.1623004]",2189.0,1314.0
d10122352,,"[37.9846903, 23.727573]",525.0,263.0
d2267111,"['Lunch', 'Dinner']","[48.1384713, 11.5657418]",,
d10737035,,"[48.8884019, 2.3170763]",1664.0,438.0
d10734451,,"[38.7363153, 9.1578698]",,
d3613533,"['Lunch', 'Dinner']","[51.5371329, 0.0448313]",,
d3134650,,"[41.8941008, 12.5109647]",3065.0,876.0
d2648160,"['Lunch', 'Dinner', 'Late Night']","[45.48158545, 9.18741925]",,
d3785147,"['Lunch', 'Dinner']","[40.43612235, 3.6762031]",,
d718937,"['Lunch', 'Dinner', 'Late Night']","[51.5182161, 0.1519404]",,
d12320220,,"[48.8746108, 2.3414025]",4396.0,1319.0
d7687905,,,,
d4768291,"['Lunch', 'Dinner']","[50.0997123, 14.4355107]",,
d3192062,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[50.0735974, 14.4289893]",,
d5425608,['Dinner'],"[55.9728888, 3.1759573]",,
d8517072,,"[53.5742029, 9.9599722]",,
d10587448,"['Lunch', 'Drinks']","[52.3559673, 4.8953871]",,
d8811850,"['Lunch', 'Dinner', 'Breakfast']","[40.431143, 3.6644827]",2627.0,1314.0
d5509232,['Dinner'],"[48.1344675, 11.575727]",,
d12873448,,"[53.29934075, 6.268163]",,
d2084827,,"[38.7075918, 9.13642235]",2627.0,1138.0
d12611007,"['Lunch', 'Dinner', 'Drinks']","[38.7195707, 9.1227655]",3941.0,1751.0
d6727449,"['Lunch', 'Dinner']","[59.9164294, 10.7401555]",,
d7311463,,"[51.5070139, 0.11401605]",,
d10179197,,,,
d1037163,"['Breakfast', 'Lunch', 'Dinner']","[52.4968197, 13.1554581]",,
d2091250,,,,
d7690496,,"[37.981121, 23.7162736]",,
d7047167,,,,
d12906918,"['Lunch', 'Dinner', 'Brunch', 'Drinks']","[41.3856357, 2.1542132]",,
d4924798,,"[51.4359101, 0.1598551]",,
d9765679,,"[41.3778799, 2.1602392]",1051.0,175.0
d5220257,,,,
d1182786,,,,
d11962971,,"[50.841976, 4.3526016]",3503.0,1051.0
d7905491,"['Lunch', 'Dinner']","[52.5377366, 13.4200777]",,
d719237,"['Lunch', 'Dinner', 'Late Night']","[51.5180075, 0.1509923]",,
d5865687,"['Lunch', 'Dinner', 'Drinks']","[48.8428662, 2.3205768]",2189.0,1051.0
d5942142,['Dinner'],"[50.0838989, 14.42117]",,
d1020592,"['Dinner', 'Lunch']","[48.8588848, 2.2852606]",,
d1137212,"['Lunch', 'Dinner']","[41.3809201, 2.1853385]",3503.0,1751.0
d9781450,,"[51.4792227, 0.1995912]",,
d13203526,"['Lunch', 'Dinner', 'Drinks', 'Breakfast', 'Late Night']","[48.1566789, 17.1191211]",3065.0,263.0
d813958,"['Lunch', 'Dinner']","[48.872334, 2.301632]",,
d4872826,"['Lunch', 'Dinner']","[51.5056918, 0.091606]",,
d7644937,,"[41.1504572, 8.6760401]",,
d7247750,"['Lunch', 'Dinner']","[38.7070745, 9.1459173]",,
d5122174,"['Lunch', 'Dinner']","[51.5075725, 0.2212054]",,
d1013794,"['Breakfast', 'Lunch', 'Brunch']","[51.4940077, 0.1646117]",,
d10784649,,"[40.4757365, 3.63500185]",,
d10028124,,"[40.4271373, 3.6861347]",,
d2620190,,"[45.4991336, 9.1656803]",3065.0,876.0
d7312499,,"[51.5202221, 0.0715236]",806.0,366.0
d2719603,,,,
d8419110,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[51.5326424, 0.1256538]",,
d10040334,"['Lunch', 'Dinner']","[48.856985, 2.332042]",1751.0,876.0
d1852620,"['Lunch', 'Dinner', 'Late Night']","[38.7109446, 9.14333]",,
d9603011,,"[41.9005594, 12.4395469]",2627.0,1314.0
d12112547,,"[48.8833626, 2.3594857]",,
d11679759,,"[41.4149912, 2.1778158]",2189.0,1751.0
d12685574,,,,
d3610708,,"[52.3451927, 4.8590933]",,
d3805143,"['Lunch', 'Dinner']","[52.5028202, 13.4798779]",,
d5962368,"['Lunch', 'Dinner']","[45.7506826, 4.8301729]",,
d6882587,"['Breakfast', 'Lunch']","[37.98329725, 23.7370131]",,
d3898172,"['Dinner', 'Lunch']","[59.3344553, 18.0561475]",,
d4424572,"['Late Night', 'Drinks']","[45.473523, 9.2093336]",,
d9739262,"['Lunch', 'Brunch', 'Breakfast', 'Dinner', 'Late Night', 'Drinks']","[38.7092655, 9.1508768]",,
d2637154,"['Lunch', 'Dinner', 'Late Night']","[37.9785769, 23.7250022]",,
d3622799,"['Dinner', 'Lunch']","[50.830761, 4.348301]",,
d1971797,['Dinner'],"[50.0924755, 14.4079535]",,
d6981542,,"[41.8522227, 12.4900586]",2189.0,613.0
d12947099,"['Lunch', 'Dinner', 'Drinks']","[48.8648594, 2.2896304]",5254.0,2627.0
d7624770,"['Dinner', 'Lunch']","[52.4254983, 13.3944625]",,
d10701333,"['Lunch', 'Dinner']","[45.4685528, 9.1406724]",,
d4770035,"['Lunch', 'Dinner']","[48.1177004, 17.1104017]",,
d2044612,,"[48.8390615, 2.2578797]",3065.0,1314.0
d1039067,,"[53.5349402, 9.859372]",,
d2271370,,,,
d12902522,['Drinks'],"[47.4604591, 19.1374328]",876.0,263.0
d10169867,"['Lunch', 'Dinner', 'Drinks']","[47.4068396, 8.5482176]",4730.0,2365.0
d10271724,,"[40.4572959, 3.711979]",,
d8284781,,,,
d10047471,,,,
d878520,,"[53.579803, 9.930021]",1927.0,701.0
d10266436,,,,
d11861153,"['Lunch', 'Dinner']","[48.8461601, 2.294383]",,
d7591680,"['Lunch', 'Dinner']","[53.3484444, 6.2436349]",,
d12417709,"['Lunch', 'Dinner']","[52.48962, 13.36003]",,
d2643319,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[51.5056585, 0.022789]",4080.0,2040.0
d12323685,,,,
d1070166,"['Lunch', 'Dinner', 'Late Night']","[37.97291045, 23.731088]",,
d813925,"['Lunch', 'Dinner', 'Late Night']","[45.4968599, 9.1947857]",,
d1016160,,"[51.5209059, 0.2095311]",3297.0,2271.0
d12206760,"['Breakfast', 'Lunch', 'Dinner']","[47.37244, 8.5401776]",,
d10477806,,"[50.0158162, 20.0121062]",,
d731204,"['Lunch', 'Dinner', 'Late Night']","[51.5094925, 0.084064]",4176.0,4176.0
d10769792,"['Lunch', 'Dinner']","[59.3346972, 18.0615403]",,
d8429273,"['Lunch', 'Dinner']","[52.4965366, 13.4204505]",,
d2465469,['Breakfast'],"[52.5473325, 13.4110396]",,
d1043439,"['Lunch', 'Brunch', 'Late Night', 'Drinks']","[59.3334122, 18.0760818]",4030.0,293.0
d951933,,"[48.145838, 17.1086163]",,
d7803810,,"[41.9219166, 12.4112669]",963.0,438.0
d11958431,,,,
d11895495,,,,
d2258959,,,,
d1553821,"['Breakfast', 'Lunch', 'Dinner', 'Late Night']","[55.05477795, 55.8232505]",,
d3308325,"['Late Night', 'Drinks']","[41.3930117, 2.1544444]",1832.0,513.0
d7933036,,"[48.8681543, 2.3356494]",,
d4225439,['Dinner'],"[38.7052491, 9.1722678]",,
d7804627,,"[52.4880765, 13.36415]",1489.0,263.0
d5440481,"['Breakfast', 'Lunch', 'Brunch']","[51.54633465, 0.0771191]",,
d10339269,"['Lunch', 'Dinner', 'Drinks']","[41.4108554, 2.16058015]",4379.0,2189.0
d1963456,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.1999122, 16.3649333]",,
d12598682,,"[47.4916211, 19.045207]",475.0,72.0
d2701946,,"[45.4890947, 9.1674458]",3503.0,876.0
d8571233,,"[38.8082243, 9.1843238]",,
d8511258,,"[41.894807, 12.4897611]",1051.0,438.0
d1018974,"['Lunch', 'Dinner']","[51.5552179, 0.1785342]",,
d10878563,,"[41.1497946, 8.620302]",3503.0,2189.0
d850178,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[60.1673771, 24.9503201]",,
d10250368,,"[53.488431, 10.2128545]",1751.0,876.0
d5818174,"['Breakfast', 'Lunch', 'Dinner']","[48.127907, 11.575913]",,
d3780762,"['Lunch', 'Breakfast', 'Dinner']","[40.4348351, 3.635105]",1751.0,1314.0
d11631425,"['Lunch', 'Dinner']","[48.1417257, 11.5608011]",,
d4875639,['Lunch'],"[45.465962, 9.1989408]",,
d1186842,,"[55.9505098, 3.1843482]",,
d12936186,,"[55.6864538, 12.5892058]",4652.0,766.0
d12996130,,"[51.5135692, 0.069105]",2550.0,612.0
d9752550,,,,
d6813236,,"[55.6923709, 12.5608559]",,
d952068,"['Dinner', 'Lunch', 'Late Night', 'Drinks']","[48.8340003, 2.3858864]",,
d4418101,,"[53.3343983, 6.2650878]",1751.0,876.0
d7274833,"['Lunch', 'Dinner']","[41.8324541, 12.4948928]",,
d780204,,"[48.8533767, 2.3751638]",3065.0,1051.0
d1136782,,"[55.9499931, 3.1837417]",2418.0,1026.0
d12500357,"['Lunch', 'Dinner', 'Brunch']","[40.4113081, 3.6949075]",,
d1095455,,,,
d991104,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[40.4127102, 3.6943565]",1751.0,876.0
d5077935,,"[56.06574185, 60.9751473]",,
d10818786,,"[48.2206694, 16.3654765]",,
d8657804,,"[40.4353329, 3.7087072]",,
d4823847,,,,
d2712118,"['Lunch', 'Dinner']","[40.4018727, 3.7018593]",,
d4769349,"['Lunch', 'Dinner']",,,
d7124393,,"[49.662996, 18.6752476]",,
d802232,"['Late Night', 'Drinks']","[50.8477135, 4.3499136]",,
d8362416,,,,
d12571297,,"[48.8734072, 2.3822142]",1051.0,701.0
d5080700,,"[51.5432071, 0.0323126]",,
d7596737,,"[45.7623456, 4.8329623]",2189.0,525.0
d3253550,,"[51.5794996, 0.1984082]",4590.0,1734.0
d11029213,"['Lunch', 'Dinner']","[50.8741601, 4.3815122]",,
d1226617,"['Lunch', 'Dinner', 'Late Night']","[45.4574758, 9.1728709]",3004.0,1026.0
d1356624,,,,
d8602510,,"[46.0431233, 14.5035187]",,
d9832010,,,,
d6453074,,"[52.2301031, 21.0139708]",1465.0,366.0
d7920021,,"[48.2036282, 16.3681734]",,
d3685490,"['Lunch', 'Dinner']","[47.4993308, 19.0606067]",,
d3181841,"['Lunch', 'Dinner', 'Late Night']","[45.4418774, 9.2208624]",,
d6663062,"['Lunch', 'Drinks']","[60.1756992, 24.9336092]",,
d3538769,,"[41.4412674, 2.198769]",953.0,440.0
d10398981,,,,
d8804386,,,,
d12900896,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[38.7133328, 9.142154]",,
d12536774,,"[51.5251968, 0.1100714]",7140.0,1020.0
d10478105,,"[48.8775513, 2.3267593]",,
d7283420,,,,
d10744198,,"[41.869728, 12.4906641]",3065.0,1051.0
d13087285,"['Lunch', 'Dinner']","[41.1401707, 8.6148366]",,
d12099376,"['Lunch', 'Dinner']","[40.4284442, 3.7063373]",,
d8627732,,,,
d8277124,"['Lunch', 'Dinner']","[45.5091352, 9.1772195]",,
d9729580,,,,
d3675106,"['Lunch', 'Dinner', 'Breakfast', 'Late Night']","[49.617312, 6.1417785]",,
d7211474,"['Breakfast', 'Lunch', 'Dinner']","[48.1482151, 11.5741175]",,
d1887046,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[47.3708213, 8.5239505]",1734.0,552.0
d5812483,,"[53.3823633, 6.2770427]",,
d9710368,"['Lunch', 'Breakfast', 'Dinner', 'Brunch']","[47.4955711, 19.0596682]",,
d3529487,"['Breakfast', 'Lunch']","[59.324491, 18.0753233]",,
d997616,"['Lunch', 'Dinner']","[41.3760411, 2.1377953]",,
d2618233,"['Lunch', 'Dinner']","[46.1682202, 6.117753]",,
d12404527,,"[52.1624995, 21.0337661]",,
d8810157,,"[38.0312849, 23.7239054]",,
d4580777,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[53.345104, 6.2665947]",,
d11951673,"['Lunch', 'Breakfast', 'Dinner']","[37.9756628, 23.7192844]",,
d1153049,"['Lunch', 'Dinner']","[41.3910964, 2.2020533]",5202.0,2638.0
d11931682,,,,
d1025147,,"[48.8499455, 2.2981605]",2418.0,1026.0
d8076891,,"[45.4678512, 9.1867758]",3503.0,1051.0
d5308351,['Late Night'],"[50.1155455, 14.6113104]",,
d11978912,,"[40.4212843, 3.6982822]",2978.0,1051.0
d1099621,['Dinner'],"[59.3037382, 18.0721778]",,
d11947459,,,,
d13139047,"['Lunch', 'Dinner']","[48.8462337, 2.3183594]",,
d1178760,,,,
d7160467,['Dinner'],"[59.3344985, 18.0635844]",,
d795687,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[41.8814259, 12.5123598]",,
d8017581,"['Lunch', 'Dinner']","[51.4511538, 0.0127197]",,
d3544710,"['Lunch', 'Dinner']","[53.40380855, 6.3030852]",,
d1027670,,"[41.1603872, 8.6402508]",2858.0,2271.0
d3692741,,"[41.3898605, 2.1693763]",,
d9602787,['Dinner'],"[51.5056464, 0.3197679]",2040.0,1020.0
d4769810,"['Lunch', 'Breakfast', 'Dinner']","[48.1330825, 17.1075306]",,
d12709936,,"[51.4676637, 0.2204848]",,
d4473807,"['Lunch', 'Dinner', 'Drinks', 'Late Night']","[40.4210241, 3.7044462]",,
d11958324,"['Lunch', 'Dinner', 'Late Night']","[53.3343007, 6.244865]",,
d7850012,"['Lunch', 'Breakfast', 'Brunch']","[51.5231711, 0.0990261]",,
d5533891,"['Lunch', 'Dinner', 'Late Night']","[53.3299057, 6.2322866]",,
d1526719,,"[55.67105, 12.56125]",25645.0,12456.0
d10076062,"['Breakfast', 'Lunch', 'Dinner']","[51.5204094, 0.1501883]",,
d12571607,"['Lunch', 'Dinner']","[48.85045, 2.3763306]",,
d12564018,"['Lunch', 'Dinner', 'Brunch']","[53.3442705, 6.2657557]",,
d7599401,"['Breakfast', 'Lunch', 'Dinner']","[51.551287, 0.0486159]",,
d12971996,,"[51.6184221, 0.1764431]",1465.0,733.0
d12407347,,,,
d695264,,"[48.8545626, 2.3379249]",4176.0,2418.0
d1871954,,"[55.9429988, 3.204069]",3060.0,1020.0
d2489872,"['Lunch', 'Dinner']","[53.5570861, 10.0109591]",,
d7651862,"['Lunch', 'Dinner']","[47.5097657, 19.0619921]",,
d10698854,,"[52.5412959, 13.4110762]",1751.0,175.0
d4191913,,"[45.769627, 4.949753]",,
d5081396,,,,
d3853544,"['Lunch', 'Dinner']","[40.4654749, 3.783793]",3065.0,1751.0
d2374918,"['Dinner', 'Late Night', 'Drinks']","[41.9069415, 12.4679566]",,
d8264568,,"[41.398349, 2.155277]",4379.0,2189.0
d9747453,,,,
d6826426,,,,
d2042134,"['Lunch', 'Dinner', 'Late Night']","[41.9042915, 12.4770875]",,
d10412920,,"[50.0510235, 14.4394384]",,
d8673833,,"[52.5169232, 13.4794034]",876.0,438.0
d3654659,"['Dinner', 'Lunch', 'Late Night']","[37.979766, 23.7108794]",,
d4492506,['Lunch'],"[45.7564001, 4.8563706]",,
d1013511,"['Lunch', 'Dinner', 'Late Night']","[48.8573554, 2.3991557]",1685.0,806.0
d2001507,,"[51.4922467, 0.2571862]",2198.0,1465.0
d4236147,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[53.3455406, 6.261708]",,
d11799782,,"[50.1057949, 14.4903443]",,
d8505654,,"[51.4982511, 0.1656549]",,
d10170180,,"[38.7067557, 9.1422478]",1751.0,876.0
d10488130,"['Dinner', 'Lunch']","[52.3670645, 4.8680713]",,
d947018,,,,
d6369030,,,,
d2175380,"['Lunch', 'Dinner']","[50.0795592, 14.4231113]",,
d1503730,"['Lunch', 'Dinner']","[48.8619, 2.3510092]",,
d5506292,"['Breakfast', 'Lunch', 'Dinner']","[53.6543125, 10.0907069]",,
d8384800,,"[48.8629998, 2.3640989]",,
d5971427,"['Breakfast', 'Lunch', 'Dinner']","[40.3508153, 3.6912477]",,
d731210,"['Lunch', 'Dinner', 'Late Night']","[51.5202245, 0.0719604]",,
d10811036,"['Breakfast', 'Brunch', 'Lunch']","[55.6904126, 12.5755144]",,
d7772581,"['Dinner', 'Lunch']","[52.5440754, 13.4243528]",,
d7660183,,"[45.4583085, 9.2076614]",2014.0,1314.0
d5122657,"['Lunch', 'Dinner']","[51.512476, 0.0280711]",,
d3456729,"['Lunch', 'Dinner', 'Late Night']","[60.1675621, 24.9389997]",,
d6482548,"['Lunch', 'Dinner', 'Drinks']","[53.3377986, 6.2527378]",7531.0,1314.0
